devicename	Time	iOSApp State	iC3 Zone	Interval	Travel Time	Distance	Text
richards_iphone	5:54:36p	Away	Away	2 min	-	1.37 mi	Distance Data > DirOfTrav-AwayFrom, LastDirOfTrav-AwayFrom, DistFmZone-2.58km, LastDistFmZone-1.37km, DistFmZoneMoved-1.21km, DistFmLastPollMoved-0.51km
richards_iphone	5:54:36p	Away	Away	30 sec	-	1.6 mi	Results: From-Home > CurrZone-Away, GPS-(55.943085, -3.121144/4.763617122631593m), Interval-30 sec (3-<3.5km), Dist-1.6 mi, NextUpdt-5:55:00, LocationTime-5:54:25 (12 sec ago), OldLocThreshold-1 min, WillMoveIntoStatZoneAfter-6:02:30 (0m)
richards_iphone	5:54:37p	Away	Away	30 sec	-	1.6 mi	IOS App update complete
richards_iphone	5:54:40p	Away	Away	30 sec	-	1.6 mi	iOSApp Monitor > Trigger-Sig Loc Change@5:48:04 (6m36s ago), State-not_home@5:54:25 (15s ago), GPS-(55.943085, -3.121144/4.763617122631593m), LastiC3UpdtTime-5:54:30, WillUpdate-False, Already Processed
richards_iphone	5:54:40p	Away	Away	30 sec	-	1.6 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-iOSApp Loc Update@5:54:25, State-not_home, Trigger-iOSApp Loc Update@5:54:25, LastLoc-5:54:36, Zone-not_home, HomeDist-2.58km, inZone-False, GPS-(55.943085, -3.121144/4.763617122631593m), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	5:54:55p	Away	Away	30 sec	-	1.6 mi	Requesting iOSApp Location #0 > LastLocTime-5:54:25 (30 sec ago)
richards_iphone	5:54:55p	Away	Away	30 sec	-	1.6 mi	Device Monitor > UpdateMethod-None, UpdateReason-, State-not_home, Trigger-iOSApp Loc Update@5:54:25, LastLoc-5:54:36, Zone-not_home, HomeDist-2.58km, inZone-False, GPS-(55.943085, -3.121144/4.763617122631593m), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	5:55:01p	Away	Away	30 sec	-	1.6 mi	Discarded > Requesting iOSApp Location #1 > LastLocTime-5:54:25 (35 sec ago), LastRequested-5:54:55 (5 sec ago), OldLocThreshold-1 min, GPS-(55.943085, -3.121144), NextUpdt-5:55:30, OldLocPoorGpsCnt-#0, DiscardCnt-#43
richards_iphone	5:55:01p	Away	Away	30 sec	-	1.6 mi	Requesting iOSApp Location #1 > LastLocTime-5:54:25 (35 sec ago), LastRequested-5:54:55 (5 sec ago)
richards_iphone	5:55:05p	Away	Away	30 sec	-	1.6 mi	iOSApp Monitor > Trigger-Sig Loc Change@5:48:04 (7m1s ago), State-not_home@5:54:25 (40s ago), GPS-(55.943085, -3.121144/4.763617122631593m), LastiC3UpdtTime-5:55:00, WillUpdate-False, Already Processed
richards_iphone	5:55:05p	Away	Away	30 sec	-	1.6 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-iOSApp Loc Update@5:54:25, State-not_home, Trigger-iOSApp Loc Update@5:54:25, LastLoc-5:55:00, Zone-not_home, HomeDist-2.58km, inZone-False, GPS-(55.943085, -3.121144), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	5:55:25p	Away	Away	30 sec	-	1.6 mi	Discarded > Requesting iOSApp Location #2 > LastLocTime-5:54:25 (1 min ago), LastRequested-5:54:55 (30 sec ago), OldLocThreshold-1 min, GPS-(55.943085, -3.121144), NextUpdt-5:56:00, OldLocPoorGpsCnt-#0, DiscardCnt-#44
richards_iphone	5:55:25p	Away	Away	30 sec	-	1.6 mi	Requesting iOSApp Location #2 > LastLocTime-5:54:25 (1 min ago), LastRequested-5:54:55 (30 sec ago)
richards_iphone	5:55:25p	Away	Away	30 sec	-	1.6 mi	Device Monitor > UpdateMethod-None, UpdateReason-, State-not_home, Trigger-iOSApp Loc Update@5:54:25, LastLoc-5:55:00, Zone-not_home, HomeDist-2.58km, inZone-False, GPS-(55.943085, -3.121144), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	5:55:30p	Away	Away	30 sec	-	1.6 mi	iOSApp Monitor > Trigger-Sig Loc Change@5:48:04 (7m26s ago), State-not_home@5:54:25 (1m5s ago), GPS-(55.943085, -3.121144/4.763617122631593m), LastiC3UpdtTime-5:55:25, WillUpdate-False, Already Processed
richards_iphone	5:55:30p	Away	Away	30 sec	-	1.6 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-iOSApp Loc Update@5:54:25, State-not_home, Trigger-iOSApp Loc Update@5:54:25, LastLoc-5:55:25, Zone-not_home, HomeDist-2.58km, inZone-False, GPS-(55.943085, -3.121144), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	5:55:55p	Away	Away	30 sec	-	1.6 mi	Discarded > Requesting iOSApp Location #3 > LastLocTime-5:54:25 (1.5 min ago), LastRequested-5:54:55 (1 min ago), OldLocThreshold-1 min, GPS-(55.943085, -3.121144), NextUpdt-5:56:30, OldLocPoorGpsCnt-#0, DiscardCnt-#45
richards_iphone	5:55:55p	Away	Away	30 sec	-	1.6 mi	Requesting iOSApp Location #3 > LastLocTime-5:54:25 (1.5 min ago), LastRequested-5:54:55 (1 min ago)
richards_iphone	5:55:55p	Away	Away	30 sec	-	1.6 mi	Device Monitor > UpdateMethod-None, UpdateReason-, State-not_home, Trigger-iOSApp Loc Update@5:54:25, LastLoc-5:55:25, Zone-not_home, HomeDist-2.58km, inZone-False, GPS-(55.943085, -3.121144), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	5:56:00p	Away	Away	30 sec	-	1.6 mi	iOSApp Monitor > Trigger-Sig Loc Change@5:48:04 (7m56s ago), State-not_home@5:54:25 (1m35s ago), GPS-(55.943085, -3.121144/4.763617122631593m), LastiC3UpdtTime-5:55:55, WillUpdate-False, Already Processed
richards_iphone	5:56:00p	Away	Away	30 sec	-	1.6 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-iOSApp Loc Update@5:54:25, State-not_home, Trigger-iOSApp Loc Update@5:54:25, LastLoc-5:55:55, Zone-not_home, HomeDist-2.58km, inZone-False, GPS-(55.943085, -3.121144), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	5:56:25p	Away	Away	2 min	-	1.6 mi	Discarded > Requesting iOSApp Location #4 > LastLocTime-5:54:25 (2 min ago), LastRequested-5:54:55 (1.5 min ago), OldLocThreshold-1 min, GPS-(55.943085, -3.121144), NextUpdt-5:58:30, OldLocPoorGpsCnt-#0, DiscardCnt-#46
richards_iphone	5:56:25p	Away	Away	2 min	-	1.6 mi	Requesting iOSApp Location #4 > LastLocTime-5:54:25 (2 min ago), LastRequested-5:54:55 (1.5 min ago)
richards_iphone	5:56:25p	Away	Away	2 min	-	1.6 mi	Device Monitor > UpdateMethod-None, UpdateReason-, State-not_home, Trigger-iOSApp Loc Update@5:54:25, LastLoc-5:55:55, Zone-not_home, HomeDist-2.58km, inZone-False, GPS-(55.943085, -3.121144), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	5:56:30p	Away	Away	2 min	-	1.6 mi	iOSApp Monitor > Trigger-Sig Loc Change@5:48:04 (8m26s ago), State-not_home@5:54:25 (2m5s ago), GPS-(55.943085, -3.121144/4.763617122631593m), LastiC3UpdtTime-5:56:25, WillUpdate-False, Already Processed
richards_iphone	5:56:30p	Away	Away	2 min	-	1.6 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-iOSApp Loc Update@5:54:25, State-not_home, Trigger-iOSApp Loc Update@5:54:25, LastLoc-5:56:25, Zone-not_home, HomeDist-2.58km, inZone-False, GPS-(55.943085, -3.121144), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	5:58:26p	Away	Away	2 min	-	1.6 mi	Discarded > Requesting iOSApp Location #5 > LastLocTime-5:54:25 (4 min ago), LastRequested-5:54:55 (3.5 min ago), OldLocThreshold-1 min, GPS-(55.943085, -3.121144), NextUpdt-6:00:30, OldLocPoorGpsCnt-#0, DiscardCnt-#47
richards_iphone	5:58:26p	Away	Away	2 min	-	1.6 mi	Requesting iOSApp Location #5 > LastLocTime-5:54:25 (4 min ago), LastRequested-5:54:55 (3.5 min ago)
richards_iphone	5:58:26p	Away	Away	2 min	-	1.6 mi	Device Monitor > UpdateMethod-None, UpdateReason-, State-not_home, Trigger-iOSApp Loc Update@5:54:25, LastLoc-5:56:25, Zone-not_home, HomeDist-2.58km, inZone-False, GPS-(55.943085, -3.121144), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	5:58:30p	Away	Away	2 min	-	1.6 mi	iOSApp Monitor > Trigger-Sig Loc Change@5:48:04 (10m26s ago), State-not_home@5:54:25 (4m5s ago), GPS-(55.943085, -3.121144/4.763617122631593m), LastiC3UpdtTime-5:58:25, WillUpdate-False, Already Processed
richards_iphone	5:58:30p	Away	Away	2 min	-	1.6 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-iOSApp Loc Update@5:54:25, State-not_home, Trigger-iOSApp Loc Update@5:54:25, LastLoc-5:58:25, Zone-not_home, HomeDist-2.58km, inZone-False, GPS-(55.943085, -3.121144), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	5:59:30p	Away	Away	2 min	-	1.6 mi	iOSApp Monitor > Trigger-Sig Loc Change@5:48:04 (11m26s ago), State-not_home@5:59:26 (4s ago), GPS-(55.932678, -3.106656/4.827153407057567m), LastiC3UpdtTime-5:58:25, WillUpdate-True, iOSApp Loc Update@5:59:26
richards_iphone	5:59:30p	Away	Away	2 min	-	1.6 mi	iOSApp Trigger Change detected > iOSApp Loc Update
richards_iphone	5:59:30p	Away	Away	2 min	-	1.6 mi	Device Monitor > UpdateMethod-IOSAPP, UpdateReason-iOSApp Loc Update, State-not_home, Trigger-iOSApp Loc Update, LastLoc-5:59:26, Zone-not_home, HomeDist-3.99km, inZone-False, GPS-(55.932678, -3.106656/4.827153407057567m), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	5:59:30p	Away	Away	2 min	-	1.6 mi	iOS App update started (iOSApp Loc Update)
richards_iphone	5:59:30p	Away	Away	2 min	-	1.6 mi	Selected Zone > Away > Gym-7.0km/r45, MumDad-3.28km/r45, ProjectStrengthFitness-2.27km/r45, Work-3.77km/r45, Home-3.99km/r100, Stationary-4.69km/r1
richards_iphone	5:59:36p	Away	Away	2 min	-	1.6 mi	Waze Route Failure > No Response from Waze Servers, Calc distance will be used
richards_iphone	5:59:36p	Away	Away	2 min	-	1.6 mi	Stat Zone > Reset Timer, MovedOverLimit-True, Moved-1.47km, Timer-6:02:30,  to 6:07:30
richards_iphone	5:59:36p	Away	Away	2 min	-	1.6 mi	Distance Data > DirOfTrav-AwayFrom, LastDirOfTrav-AwayFrom, DistFmZone-3.99km, LastDistFmZone-1.6km, DistFmZoneMoved-2.39km, DistFmLastPollMoved-1.47km
richards_iphone	5:59:36p	Away	Away	3 min	-	2.48 mi	Results: From-Home > CurrZone-Away, GPS-(55.932678, -3.106656/4.827153407057567m), Interval-3 min (3-<5km,6-Away(<3min)), Dist-2.48 mi, NextUpdt-6:02:30, LocationTime-5:59:26 (11 sec ago), OldLocThreshold-1 min, WillMoveIntoStatZoneAfter-6:07:30 (0m)
richards_iphone	5:59:36p	Away	Away	3 min	-	2.48 mi	IOS App update complete
richards_iphone	5:59:40p	Away	Away	3 min	-	2.48 mi	iOSApp Monitor > Trigger-Sig Loc Change@5:48:04 (11m36s ago), State-not_home@5:59:26 (14s ago), GPS-(55.932678, -3.106656/4.827153407057567m), LastiC3UpdtTime-5:59:30, WillUpdate-False, Already Processed
richards_iphone	5:59:40p	Away	Away	3 min	-	2.48 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-iOSApp Loc Update@5:59:26, State-not_home, Trigger-iOSApp Loc Update@5:59:26, LastLoc-5:59:36, Zone-not_home, HomeDist-3.99km, inZone-False, GPS-(55.932678, -3.106656/4.827153407057567m), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	6:00:00p	Away	Away	3 min	-	2.48 mi	¤s«HS¦LH-Device Counts¦RH-iOS App Counts»HE«LT-State/Triggers Chgs¦LC-25¦RT-iOS Locate Requests¦RC-1107»«LT-iCloud Updates¦LC-0¦RT-iOS App Updates¦RC-25»«LT-Discarded¦LC-47¦RT-Waze Routes¦RC-9»¤e
richards_iphone	6:00:00p	Away	Away	3 min	-	2.48 mi	iOSApp Monitor > Trigger-Sig Loc Change@5:48:04 (11m56s ago), State-not_home@5:59:26 (34s ago), GPS-(55.932678, -3.106656/4.827153407057567m), LastiC3UpdtTime-5:59:30, WillUpdate-False, Already Processed
richards_iphone	6:02:25p	Away	Away	3 min	-	2.48 mi	Requesting iOSApp Location #0 > LastLocTime-5:59:26 (3 min ago)
richards_iphone	6:02:25p	Away	Away	3 min	-	2.48 mi	Device Monitor > UpdateMethod-None, UpdateReason-, State-not_home, Trigger-iOSApp Loc Update@5:59:26, LastLoc-5:59:36, Zone-not_home, HomeDist-3.99km, inZone-False, GPS-(55.932678, -3.106656/4.827153407057567m), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	6:02:31p	Away	Away	30 sec	-	2.48 mi	Discarded > Requesting iOSApp Location #1 > LastLocTime-5:59:26 (3.1 min ago), LastRequested-6:02:25 (5 sec ago), OldLocThreshold-1 min, GPS-(55.932678, -3.106656), NextUpdt-6:03:00, OldLocPoorGpsCnt-#0, DiscardCnt-#48
richards_iphone	6:02:31p	Away	Away	30 sec	-	2.48 mi	Requesting iOSApp Location #1 > LastLocTime-5:59:26 (3.1 min ago), LastRequested-6:02:25 (5 sec ago)
richards_iphone	6:02:35p	Away	Away	30 sec	-	2.48 mi	iOSApp Monitor > Trigger-Sig Loc Change@5:48:04 (14m31s ago), State-not_home@5:59:26 (3m9s ago), GPS-(55.932678, -3.106656/4.827153407057567m), LastiC3UpdtTime-6:02:30, WillUpdate-False, Already Processed
richards_iphone	6:02:35p	Away	Away	30 sec	-	2.48 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-iOSApp Loc Update@5:59:26, State-not_home, Trigger-iOSApp Loc Update@5:59:26, LastLoc-6:02:30, Zone-not_home, HomeDist-3.99km, inZone-False, GPS-(55.932678, -3.106656), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	6:02:55p	Away	Away	30 sec	-	2.48 mi	Discarded > Requesting iOSApp Location #2 > LastLocTime-5:59:26 (3.5 min ago), LastRequested-6:02:25 (30 sec ago), OldLocThreshold-1 min, GPS-(55.932678, -3.106656), NextUpdt-6:03:30, OldLocPoorGpsCnt-#0, DiscardCnt-#49
richards_iphone	6:02:55p	Away	Away	30 sec	-	2.48 mi	Requesting iOSApp Location #2 > LastLocTime-5:59:26 (3.5 min ago), LastRequested-6:02:25 (30 sec ago)
richards_iphone	6:02:55p	Away	Away	30 sec	-	2.48 mi	Device Monitor > UpdateMethod-None, UpdateReason-, State-not_home, Trigger-iOSApp Loc Update@5:59:26, LastLoc-6:02:30, Zone-not_home, HomeDist-3.99km, inZone-False, GPS-(55.932678, -3.106656), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	6:03:00p	Away	Away	30 sec	-	2.48 mi	iOSApp Monitor > Trigger-Sig Loc Change@5:48:04 (14m56s ago), State-not_home@5:59:26 (3m34s ago), GPS-(55.932678, -3.106656/4.827153407057567m), LastiC3UpdtTime-6:02:55, WillUpdate-False, Already Processed
richards_iphone	6:03:00p	Away	Away	30 sec	-	2.48 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-iOSApp Loc Update@5:59:26, State-not_home, Trigger-iOSApp Loc Update@5:59:26, LastLoc-6:02:55, Zone-not_home, HomeDist-3.99km, inZone-False, GPS-(55.932678, -3.106656), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	6:03:26p	Away	Away	30 sec	-	2.48 mi	Discarded > Requesting iOSApp Location #3 > LastLocTime-5:59:26 (4 min ago), LastRequested-6:02:25 (1 min ago), OldLocThreshold-1 min, GPS-(55.932678, -3.106656), NextUpdt-6:04:00, OldLocPoorGpsCnt-#0, DiscardCnt-#50
richards_iphone	6:03:26p	Away	Away	30 sec	-	2.48 mi	Requesting iOSApp Location #3 > LastLocTime-5:59:26 (4 min ago), LastRequested-6:02:25 (1 min ago)
richards_iphone	6:03:26p	Away	Away	30 sec	-	2.48 mi	Device Monitor > UpdateMethod-None, UpdateReason-, State-not_home, Trigger-iOSApp Loc Update@5:59:26, LastLoc-6:02:55, Zone-not_home, HomeDist-3.99km, inZone-False, GPS-(55.932678, -3.106656), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	6:03:30p	Away	Away	30 sec	-	2.48 mi	iOSApp Monitor > Trigger-Sig Loc Change@5:48:04 (15m26s ago), State-not_home@5:59:26 (4m4s ago), GPS-(55.932678, -3.106656/4.827153407057567m), LastiC3UpdtTime-6:03:25, WillUpdate-False, Already Processed
richards_iphone	6:03:30p	Away	Away	30 sec	-	2.48 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-iOSApp Loc Update@5:59:26, State-not_home, Trigger-iOSApp Loc Update@5:59:26, LastLoc-6:03:25, Zone-not_home, HomeDist-3.99km, inZone-False, GPS-(55.932678, -3.106656), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	6:03:56p	Away	Away	2 min	-	2.48 mi	Discarded > Requesting iOSApp Location #4 > LastLocTime-5:59:26 (4.5 min ago), LastRequested-6:02:25 (1.5 min ago), OldLocThreshold-1 min, GPS-(55.932678, -3.106656), NextUpdt-6:06:00, OldLocPoorGpsCnt-#0, DiscardCnt-#51
richards_iphone	6:03:56p	Away	Away	2 min	-	2.48 mi	Requesting iOSApp Location #4 > LastLocTime-5:59:26 (4.5 min ago), LastRequested-6:02:25 (1.5 min ago)
richards_iphone	6:03:56p	Away	Away	2 min	-	2.48 mi	Device Monitor > UpdateMethod-None, UpdateReason-, State-not_home, Trigger-iOSApp Loc Update@5:59:26, LastLoc-6:03:25, Zone-not_home, HomeDist-3.99km, inZone-False, GPS-(55.932678, -3.106656), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	6:04:00p	Away	Away	2 min	-	2.48 mi	iOSApp Monitor > Trigger-Sig Loc Change@5:48:04 (15m56s ago), State-not_home@5:59:26 (4m34s ago), GPS-(55.932678, -3.106656/4.827153407057567m), LastiC3UpdtTime-6:03:55, WillUpdate-False, Already Processed
richards_iphone	6:04:00p	Away	Away	2 min	-	2.48 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-iOSApp Loc Update@5:59:26, State-not_home, Trigger-iOSApp Loc Update@5:59:26, LastLoc-6:03:55, Zone-not_home, HomeDist-3.99km, inZone-False, GPS-(55.932678, -3.106656), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	6:04:30p	Away	Away	2 min	-	2.48 mi	iOSApp Monitor > Trigger-Siri@6:04:29 (1s ago), State-not_home@5:59:26 (5m4s ago), GPS-(55.932678, -3.106656/4.827153407057567m), LastiC3UpdtTime-6:03:55, WillUpdate-True, Trigger Change-Siri
richards_iphone	6:04:30p	Away	Away	2 min	-	2.48 mi	iOSApp Trigger Change detected > Siri
richards_iphone	6:04:30p	Away	Away	2 min	-	2.48 mi	Device Monitor > UpdateMethod-IOSAPP, UpdateReason-Siri, State-not_home, Trigger-Siri, LastLoc-6:04:29, Zone-not_home, HomeDist-3.99km, inZone-False, GPS-(55.932678, -3.106656/4.827153407057567m), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	6:04:30p	Away	Away	2 min	-	2.48 mi	iOS App update started (Siri)
richards_iphone	6:04:30p	Away	Away	2 min	-	2.48 mi	Selected Zone > Away > Gym-7.0km/r45, MumDad-3.28km/r45, ProjectStrengthFitness-2.27km/r45, Work-3.77km/r45, Home-3.99km/r100, Stationary-4.69km/r1
richards_iphone	6:04:31p	Away	Away	2 min	-	2.48 mi	Waze Route Failure > No Response from Waze Servers, Calc distance will be used
richards_iphone	6:04:31p	Away	Away	2 min	-	2.48 mi	Stat Zone Movement > TotalMoved-0m, Timer-6:07:30, TimerLeft- 180.0 secs, TimerExpired-FalseUnderMoveLimit-True, DistFmZone-3.99km
richards_iphone	6:04:31p	Away	Away	2 min	-	2.48 mi	Distance Data > DirOfTrav-AwayFrom, LastDirOfTrav-AwayFrom, DistFmZone-3.99km, LastDistFmZone-2.48km, DistFmZoneMoved-1.51km, DistFmLastPollMoved-0m
richards_iphone	6:04:31p	Away	Away	3 min	-	2.48 mi	Results: From-Home > CurrZone-Away, GPS-(55.932678, -3.106656/4.827153407057567m), Interval-3 min (3-<5km,6-Away(<3min)), Dist-2.48 mi, NextUpdt-6:07:30, LocationTime-5:59:26 (2 sec ago), OldLocThreshold-1 min, WillMoveIntoStatZoneAfter-6:07:30 (0m)
richards_iphone	6:04:32p	Away	Away	3 min	-	2.48 mi	IOS App update complete
richards_iphone	6:04:35p	Away	Away	3 min	-	2.48 mi	iOSApp Monitor > Trigger-Siri@6:04:29 (6s ago), State-not_home@5:59:26 (5m9s ago), GPS-(55.932678, -3.106656/4.827153407057567m), LastiC3UpdtTime-6:04:30, WillUpdate-False, Already Processed
richards_iphone	6:04:35p	Away	Away	3 min	-	2.48 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Siri@5:59:26, State-not_home, Trigger-Siri@5:59:26, LastLoc-6:04:31, Zone-not_home, HomeDist-3.99km, inZone-False, GPS-(55.932678, -3.106656/4.827153407057567m), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	6:07:25p	Away	Away	3 min	-	2.48 mi	Requesting iOSApp Location #0 > LastLocTime-5:59:26 (8 min ago)
richards_iphone	6:07:25p	Away	Away	3 min	-	2.48 mi	Device Monitor > UpdateMethod-None, UpdateReason-, State-not_home, Trigger-Siri@5:59:26, LastLoc-6:04:31, Zone-not_home, HomeDist-3.99km, inZone-False, GPS-(55.932678, -3.106656/4.827153407057567m), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	6:07:30p	Away	Away	3 min	-	2.48 mi	Move into Stationary Zone Timer reached > richards_iphone, Expired-6:07:30
richards_iphone	6:07:30p	Away	Away	3 min	-	2.48 mi	Old Location or Poor GPS (#1) > LocTime-6:04:31 (3 min ago), GPS-(55.932678, -3.106656/4.827153407057567m), OldLocThreshold-1 min
richards_iphone	6:07:30p	Away	Away	3 min	-	2.48 mi	Device Monitor > UpdateMethod-ICLOUD, UpdateReason-OldLoc PoorGPS, State-not_home, Trigger-MoveIntoStatZone, LastLoc-6:04:31, Zone-not_home, HomeDist-3.99km, inZone-False, GPS-(55.932678, -3.106656/4.827153407057567m), StateThisPoll-not_home, StateLastPoll-not_home
richards_iphone	6:07:30p	Away	Away	3 min	-	2.48 mi	iOS App update started (OldLoc PoorGPS)
richards_iphone	6:07:30p	Away	Away	3 min	-	2.48 mi	Selected Zone > Away > Gym-7.0km/r45, MumDad-3.28km/r45, ProjectStrengthFitness-2.27km/r45, Work-3.77km/r45, Home-3.99km/r100, Stationary-4.69km/r1
richards_iphone	6:07:36p	Away	Away	3 min	-	2.48 mi	Waze Route Failure > No Response from Waze Servers, Calc distance will be used
richards_iphone	6:07:36p	Away	Away	3 min	-	2.48 mi	Stat Zone Movement > TotalMoved-0m, Timer-6:07:30, TimerLeft- 0.0 secs, TimerExpired-TrueUnderMoveLimit-True, DistFmZone-3.99km
richards_iphone	6:07:36p	Away	Away	3 min	-	2.48 mi	Distance Data > DirOfTrav-stationary, LastDirOfTrav-AwayFrom, DistFmZone-3.99km, LastDistFmZone-2.48km, DistFmZoneMoved-1.51km, DistFmLastPollMoved-0m
richards_iphone	6:07:36p	Away	Away	3 min	-	2.48 mi	Moving Into Stationary Zone > richards_iphone_stationary, GPS-(55.932678, -3.106656), DistFromHome-3.99km, StationarySince-5:59:30 (8.1 min ago)
richards_iphone	6:07:36p	Away	Stationary	30 min	-	2.48 mi	Results: From-Home > CurrZone-Stationary, GPS-(55.932678, -3.106656/4.827153407057567m), Interval-30 min (3-<5km,5-Stationary), Dist-2.48 mi, NextUpdt-6:37:30, LocationTime-6:04:31 (3.1 min ago), OldLocThreshold-1.5 min
richards_iphone	6:07:36p	Away	Stationary	30 min	-	2.48 mi	IOS App update complete
richards_iphone	6:07:40p	Away	Stationary	30 min	-	2.48 mi	iOSApp Monitor > Trigger-Siri@6:04:29 (3m11s ago), State-not_home@5:59:26 (8m14s ago), GPS-(55.932678, -3.106656/4.827153407057567m), LastiC3UpdtTime-6:07:30, WillUpdate-False, Already Processed
richards_iphone	6:07:40p	Away	Stationary	30 min	-	2.48 mi	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-MoveIntoStatZone@6:04:31, State-stationary, Trigger-MoveIntoStatZone@6:04:31, LastLoc-6:07:36, Zone-richards_iphone_stationary, HomeDist-3.99km, inZone-True, GPS-(55.932678, -3.106656/4.827153407057567m), StateThisPoll-stationary, StateLastPoll-stationary
richards_iphone	6:08:55p	Away	Stationary	30 min	-	2.48 mi	iOSApp Monitor > Trigger-Sig Loc Change@6:08:50 (5s ago), State-not_home@6:08:50 (5s ago), GPS-(55.933807, -3.098823/4.757230408968614m), LastiC3UpdtTime-6:07:30, WillUpdate-True, Trigger Change-Sig Loc Change
richards_iphone	6:08:55p	Away	Stationary	30 min	-	2.48 mi	iOSApp State Change detected > stationary to not_home
richards_iphone	6:08:55p	Away	Stationary	30 min	-	2.48 mi	Device Monitor > UpdateMethod-IOSAPP, UpdateReason-Sig Loc Change, State-not_home, Trigger-Sig Loc Change, LastLoc-6:08:50, Zone-not_home, HomeDist-4.31km, inZone-False, GPS-(55.933807, -3.098823/4.757230408968614m), StateThisPoll-not_home, StateLastPoll-stationary
richards_iphone	6:08:55p	Away	Stationary	30 min	-	2.48 mi	iOS App update started (Sig Loc Change)
richards_iphone	6:08:55p	Away	Stationary	30 min	-	2.48 mi	Reset Stationary Zone Location > richards_iphone_stationary, Moved to Base Location-(55.96416, -3.156424), DistFromHome-1.0km
richards_iphone	6:08:55p	Away	Stationary	30 min	-	2.48 mi	Selected Zone > Away > Gym-7.22km/r45, MumDad-3.77km/r45, ProjectStrengthFitness-2.76km/r45, Work-4.07km/r45, Home-4.31km/r100, Stationary-0.51km/r100
richards_iphone	6:09:01p	Away	Away	30 min	-	2.48 mi	Waze Route Failure > No Response from Waze Servers, Calc distance will be used
richards_iphone	6:09:01p	Away	Away	30 min	-	2.48 mi	Stat Zone > Reset Timer, MovedOverLimit-True, ResetTimer-True, Moved-0.51km, Timer-00:00:00,  to 6:16:55
richards_iphone	6:09:01p	Away	Away	30 min	-	2.48 mi	Distance Data > DirOfTrav-left_zone, LastDirOfTrav-in_zone, DistFmZone-4.31km, LastDistFmZone-2.48km, DistFmZoneMoved-1.83km, DistFmLastPollMoved-0.51km
richards_iphone	6:09:01p	Away	Away	3 min	-	2.68 mi	Results: From-Home > CurrZone-Away, GPS-(55.933807, -3.098823/4.757230408968614m), Interval-3 min (2-ExitZone,7-iosAppTrigger), Dist-2.68 mi, NextUpdt-6:12:00, LocationTime-6:08:50 (12 sec ago), OldLocThreshold-1 min, WillMoveIntoStatZoneAfter-6:16:55 (0m)
richards_iphone	6:09:03p	Away	Away	3 min	-	2.68 mi	IOS App update complete
richards_iphone	6:09:05p	Away	Away	3 min	-	2.68 mi	iOSApp Monitor > Trigger-Sig Loc Change@6:08:50 (15s ago), State-not_home@6:08:50 (15s ago), GPS-(55.933807, -3.098823/4.757230408968614m), LastiC3UpdtTime-6:08:55, WillUpdate-False, Already Processed
